NAME	B cell	T cell	ciliated columnar cell of tracheobronchial tree	classical monocyte	leukocyte	lung endothelial cell	myeloid cell	natural killer cell	stromal cell
Daxx	31.121974202249	1	1	200.78246100215	1	22.4432820170922	1	172.130439659133	1
Dbndd2	1	1	43.5791705949479	1	1	132.796189152219	1	1	1
Dcaf12	1.33521571141633	1	55.3761398476189	44.8719071917614	375.004652437325	1	64.2140693147164	1	20.6706525282499
Dcaf13	177.65181786742	1	1	1	1	113.372097029739	134.637546124632	241.165395970533	1
Dcaf17	74.3858587966413	51.1998050691219	35.532571206777	1	1	1	1	1	1
Dcdc2a	1	1	394.841577530752	1	1	1	1	1	1
Dcdc2b	1	1	173.708433927553	1	1	1	1	1	1
Dck	1	73.2330933517674	1	45.625185976377	273.398441713937	1	1	1	1
Dclre1b	1	1	1	1	1	1	1	1	164.29230551825
Dclre1c	1	1	1	85.7640864673979	34.7252255655948	1	1	1	1
Dcn	1	1	1	1	1	1	1	1	7104.86331269609
Dcstamp	1	1	1	1	1	1	41.6306071096087	1	1
Dctpp1	1	43.0563908601365	1	1	1	1	84.9404442069017	1	1
Dcun1d2	1	1	1	1	1	1	1	51.5530725494587	1
Dcxr	1	1	660.537072866936	60.7634207731812	1	1	1	81.0682379213885	1
Ddah1	1	1	1	1	1	168.11655080488	1	1	1
Ddah2	1	1	1	1	1	520.744553895899	1	1	126.692770287806
Ddit4l	1	1	128.125289610977	1	1	1	1	1	1
Ddr1	1	1	228.502912821469	1	1	1	1	1	1
Ddr2	1	1	1	1	1	1	1	1	176.815975679034
Ddx27	1	1	1	1	1	141.667092670934	1	1	1
Ddx28	1	1	1	115.47696744467	1	1	7.6441912303294	1	1
Ddx49	1	1	1	59.1940997788886	1	1	1	1	1
Ddx56	1	1	1	1	1	1	111.119246874703	58.4999329777659	79.7974301508729
Deb1	1	1	1	1	1	1	19.7586263725445	56.9317942651325	1
Decr1	1	1	38.6688811819435	1	1	158.105484254371	1	1	30.5447805354243
Decr2	1	1	1	1	1	1	34.3602453120653	1	1
Dedd2	1	238.052326594815	1	1	1	1	1	117.381511302418	1
Def6	196.617920925079	188.260162745614	1	50.3931364739308	1	1	55.0795552978283	112.048174325031	1
Dem1	1	1	1	1	1	1	50.3246054154027	1	1
Dennd1b	1	1	1	1	1	1	46.2146613689991	1	1
Dennd1c	305.145007821068	169.10574605956	1	1	81.5841031178559	1	31.0034433324407	130.732405817423	1
Dennd2d	1	133.770871249964	1	1	1	1	1	1	1
Dennd3	1	1	1	1	23.3953352922431	411.988435229442	85.2625477366453	1	1
Dennd4a	128.072482249764	1	1	36.2103700467938	181.275223806797	1	29.4764064237635	44.2471964775942	1
Dennd5a	1	1	1	9.53254306998549	196.725336425256	25.7071988559752	82.539832226232	1	40.2484950009023
Dennd5b	50.8612964186844	1	1	1	1	196.86120542885	1	1	1
Dera	159.133796059654	55.181482194242	1	1	1	1	118.191651238717	259.89044559708	1
Derl2	138.161943316535	1	1	68.2759755575379	1	67.4092575825866	61.5276457962108	1	1
Des	1	1	1	1	1	1	1	1	78.3968020307235
Dffa	108.383623621945	1	1	1	1	1	1	1	1
Dfna5	1	1	1	1	133.76452306897	1	1	1	1
Dgat1	1	295.516726221607	24.2298152534073	101.195329740582	855.929448615702	1	119.823105288221	145.91216223104	176.28083773112
Dgat2	1	1	63.5940587764571	1	172.076919225634	1	96.5120300662242	1	1
Dgcr2	1	152.461889924795	1	1	1	53.4579605593651	1	55.1302509408867	36.7669266837414
Dgcr6	1	1	163.134678864804	1	1	118.762445990944	169.704130282672	1	1
Dgka	1	771.062594587682	1	25.181108206648	334.174091451966	69.2488219904001	1	1	53.9104392290978
Dgkg	1	1	1	1	77.970459109949	1	1	1	1
Dgkz	1	51.2513254688553	1	1	1	223.014613023179	1	1	1
Dhcr24	1	1	121.433778969635	1	1	1	1	1	1
Dhodh	172.503256803031	1	1	1	1	1	74.3950167577755	1	1
Dhps	1	1	1	1	1	1	82.7671622096881	135.8760645624	1
Dhrs4	1	1	1	35.8042740590541	1	1	1	1	30.9321162831204
Dhrs9	1	1	1	1	410.874914063767	1	1	1	1
Dhrsx	1	1	22.0322423147617	1	61.6105588710431	1	20.9293717585418	1	1
Dhx30	1	1	1	1	1	1	1	1	285.324401641198
Dhx38	1	98.8457199385264	39.3020147123597	1	1	1	1	122.203204025918	21.1423615874389
Dhx40	1	1	74.2874448068438	26.38336171885	163.022078398753	1	17.9382188267214	1	1
Dhx58	1	1	1	208.047783830416	1	1	1	1	1
Dhx9	1	1	1	1	1	1	59.7173661588601	20.9127853997073	1
Diablo	1	1	107.472295140898	1	1	53.1095210728647	154.366878957273	335.834512177619	1
Dkk3	1	1	1	1	1	1	1	1	443.698482433308
Dkkl1	1	1	125.96405526303	1	1	1	1	1	1
Dlat	103.883532244273	1	35.7634998201358	1	1	32.7028301328779	1	1	23.8003466769787
Dleu2	1	347.381982698189	1	121.171581144133	289.327892236988	1	14.83009395899	1	1
Dll4	1	1	1	1	1	362.984388619289	1	1	1
Dlst	1	1	113.954586813206	116.48482809599	1	1	1	1	100.174594960795
Dmap1	1	1	148.136063538486	1	1	1	1	1	1
Dmkn	1	1	467.67969847233	1	1	1	1	1	1
Dmxl1	72.8812600437941	1	21.6707303464093	1	1	1	15.0036432498111	1	69.8128116409303
Dnahc1	1	1	125.395777197382	1	1	1	1	1	1
Dnahc11	1	1	220.544835642627	1	1	1	1	1	1
Dnahc5	1	1	400.792663952719	1	1	1	1	1	1
Dnahc6	1	1	348.51389681778	1	1	1	1	1	1
Dnahc9	1	1	169.96393174702	1	1	1	1	1	1
Dnaic1	1	1	178.587015162836	1	1	1	1	1	1
Dnaic2	1	1	182.364723242643	1	1	1	1	1	1
Dnaja4	1	1	298.269678748075	1	1	1	1	66.988073579384	1
Dnajb12	1	1	345.314164207825	1	1	1	1	1	34.4500916473717
Dnajb13	1	1	306.388953749428	1	1	1	1	1	1
Dnajb14	1	1	1	71.3539862637371	1	1	1	1	1
Dnajb2	1	1	500.837293834737	1	1	1	1	104.830248519635	44.5868908939899
Dnajb4	1	1	1	1	1	1	1	84.6153861132954	173.190975600301
Dnajc10	253.321407669217	131.760924685755	36.3091359082905	43.4466691112756	1	1	27.6234429497206	1	28.7707232991632
Dnajc13	1	1	49.5685464182187	106.523928682581	1	1	36.859051487246	1	26.3533806858801
Dnajc14	51.799308807495	194.942180749057	1	1	1	1	57.8471423887442	33.2520527329398	1
Dnajc15	1	631.70315564244	151.198895596404	147.870007952822	1	1	13.4656256112999	76.2718557353112	1
Dnajc18	1	1	86.9158951967303	1	1	49.5800401343772	205.487520678155	1	41.7820727279001
Dnajc9	381.074507860909	391.090316952237	31.3753442348468	1	1	232.383241942122	1	1	35.407859093951
Dnali1	1	1	581.345489293403	1	1	1	1	1	1
Dnase1l1	1	1	1	313.101843266113	1	1	152.73028323097	117.114958547239	67.2032140752748
Dnase1l3	162.047882771548	1	1	1	1	1	326.605950639652	1	1
Dnmt1	1	1	45.6231930777633	1	1	108.085157849495	1	1	1
Dnpep	1	109.624334902695	51.8699309750684	1	1	26.03239531795	211.663166553353	1	88.1420926581977
Dock10	58.7220598113905	18.3278522016733	1	101.458232699117	1	1	191.74981071526	91.1460983508017	1
Dock11	470.757999026024	1	1	1	1	1	28.3264770168092	65.854898787725	1
Dock2	56.0772781948035	1	1	20.2695725206395	1	1	97.0766510055113	48.2577819372289	1
Dock4	1	1	1	1	1	1	7.81674323446574	1	118.614148149022
Dock9	1	1	114.39509260956	1	1	134.788926757114	1	1	1
Dohh	1	1	50.315635827855	322.580753757598	1	1	69.1794095154554	1	1
Dok1	1	1	1	49.2148685277266	1	1	40.4433408401967	1	1
Dok2	1	233.764319334807	1	55.5208923745655	1	1	190.663380567842	705.003216541376	1
Dok3	180.955927509726	1	1	226.697530519886	388.782008890544	1	1	1	1
Dolpp1	1	1	1	1	1	1	106.70047044295	1	1
Dpcd	1	1	297.582606913002	1	1	1	49.9467475564961	146.034982037374	1
Dpep1	1	1	1	1	1	1	1	1	1650.03761649038
Dpep2	1	1	1	74.4877570421802	1	1	69.6762924358787	1	1
Dph5	1	44.7455828348319	1	1	1	1	1	1	1
Dpp3	1	118.706092771494	84.8053586948777	105.837576818937	1	1	77.6910836297644	1	1
Dpp9	1	1	1	75.0281865351824	1	1	1	1	1
Dpt	1	1	1	1	1	1	1	1	1031.39915499025
Dpy19l1	1	1	54.2738431479162	97.9702401768225	1	1	109.827093345838	1	1
Drg2	326.667143052152	1	153.552986460615	1	1	1	143.593018698818	153.109058212696	43.5420121876119
Dscr3	1	1	25.1275332978961	41.5892302287821	1	29.9524145278276	147.473702156808	1	119.952612412668
Dst	1	1	1	1	1	702.578987015071	53.0525176633763	1	139.610721091653
Dstyk	1	1	23.1618533853335	1	1	1	60.3116735146956	1	1
Dtx3l	48.1023825075922	214.754608481166	1	118.870459601174	1	1	73.8388705059689	83.970714507326	1
Dtx4	1	1	1	1	1	1	1	1	125.545533315127
Dtymk	210.744280967225	1	1	1	1	1	1	1	1
Dus1l	1	1	1	108.998958065144	1	1	1	1	1
Dus2l	1	1	1	1	1	1	1	50.2794429588257	1
Dus3l	119.628157671987	1	1	1	1	1	1	1	1
Dusp10	1	220.720812679188	1	1	1	1	1	1	1
Dusp14	1	1	583.391494496116	1	1	1	1	1	170.797773044657
Dusp18	1	1	220.734396600376	1	1	1	1	1	1
Dusp2	1645.77219127912	621.927712221199	1	93.8317100511031	1	1	89.9691748328906	3310.56813659672	1
Dusp28	1	1	1	1	1	1	1	1	122.910498757262
Dusp5	1	81.0786722021928	1	1	256.998830684534	1	38.7576545554579	327.356445607828	1
Dusp6	1	1	1	183.877503832699	382.181759560999	73.3328837381191	1	126.425340470613	437.662895235798
Dusp8	1	1	1	1	1	618.297296655495	1	1	1
Dync2h1	1	1	229.905932042779	1	1	1	1	1	1
Dync2li1	1	1	357.978911320785	1	1	1	1	1	59.3413455256475
Dynlrb2	1	1	907.270616410502	1	1	1	1	1	1
Dzip1l	1	1	337.328630206411	1	1	1	1	1	1
E130203B14Rik	1	1	1	1	1	1	1	1	108.870657040823
E230008N13Rik	1	1	254.38806468721	1	1	1	1	1	1
E330020D12Rik	262.818347877154	1	1	1	1	1	1	1	1
ERCC.00035	1	1	287.164911974519	1	243.556174465341	1	1	1	1
ERCC.00044	1	239.225281214472	1	1	1	258.50906270632	77.93388146929	1	1
ERCC.00071	49.8884747503386	1	1	1	1	1	1	1	1
ERCC.00079	31.9451206347224	1	1	1	1	1	1	1	1
ERCC.00084	67.2157062315607	1	1	1	1	1	1	1	1
ERCC.00112	146.381064993332	1	1	85.4844466636801	1	82.2528963688175	1	1	1
ERCC.00116	363.151731768689	160.870493345817	1	113.613448658512	1.9417313956675	312.658930024346	1	1	176.051271131259
ERCC.00162	1	1	1	35.0269745745974	1	1	1	1	1
Eapp	418.960671438897	161.278327878075	81.1389152123688	54.3338788757124	1	1	95.0209477501618	30.8243823482994	1
Ear2	1	1	1	190.820850352106	1	1	70.4712632685179	1	1
Ebag9	1	1	1	1	1	1	1	75.5566564931882	1
Ebf1	300.720678584085	1	1	1	1	1	1	1	1
Ebi3	1	1	1	114.041167720665	84.5961011676605	1	204.86898140854	1	1
Ebpl	54.7490737175795	441.373567349009	140.526810787716	1	1	1	58.1126786507366	1	1
Ece1	1	296.11310949956	126.173713616936	90.5222155981242	1	2560.81605345741	258.078986302917	1	127.40843173203
Ece2	1	1	1	203.378298742258	1	1	1	1	1
Ecm1	1	1	1	91.9912206864355	1	351.253285153305	1	1	1393.07294868611
Ecm2	1	1	1	1	1	1	1	1	293.457016988193
Ecscr	1	1	1	1	1	1212.08006609444	1	1	1
Edaradd	222.717681699167	1	1	1	1	1	1	1	1
Edc3	1	1	1	1	1	87.2078714442638	1	1	1
Edem1	1	73.7958005078772	1	116.258127544472	1	1	131.405512423535	71.372508051204	1
Edil3	1	1	1	1	1	176.228561856844	1	1	1
Edn1	1	1	1	1	1	105.292481637204	1	1	1
Ednra	1	1	1	1	1	1	1	1	256.895749078317
Ednrb	1	1	1	1	1	925.618264087176	1	1	1
Eefsec	77.7773903104954	1	1	1	1	1	171.927202395216	166.289563886764	187.907457449541
Eepd1	1	1	1	1	1	1	34.8362271431151	1	1
Efcab1	1	1	237.201581228959	1	1	1	1	1	1
Efcab10	1	1	127.18469649749	1	1	1	1	1	1
Efcab4a	1	1	165.636881364219	1	1	878.536183952468	1	1	1
Efemp1	1	1	180.864463816217	1	1	1	1	1	1525.05368899749
Efemp2	1	1	82.0026570405089	1	1	1	1	1	419.367431715347
Efhc1	1	1	203.897510088531	1	1	1	1	1	1
Efhd2	1	72.011480659248	1	461.747519825729	375.671040739413	1	668.371792526581	783.900382998586	1
Efna1	1	1	1	1	1	410.61731894054	1	1	1
Efnb1	1	1	1	1	1	207.818689359962	1	1	72.5635320870346
Efnb2	1	1	1	1	1	600.086309086332	1	1	1
Egfl7	1	1	1	1	1	2698.04375933975	1	1	1
Egflam	1	1	1	1	1	177.197798098011	1	1	59.6083360859432
Egr1	1	1	223.640463221249	475.288424430403	2233.83128057308	886.599542506198	809.541819194151	61.6475740092904	1762.01082717036
Egr2	1	1	1	1	1	1	52.7498385750211	1	1
Ehbp1l1	1	1	56.4824578545205	143.00706645023	1	1	76.4963826707313	87.1469913889945	1
Ehd2	1	1	1	1	1	274.876811720196	1	1	434.316697188016
Ehd3	1	98.7734847700645	1	1	1	1	1	1	11.5754770123181
Ehd4	150.714155363176	1	57.0352143013299	271.602383787938	1	1106.57551120076	85.1208950407954	1	83.2380830174974
Ehmt2	1	1	24.3461654470936	1	1	1	150.958812643815	1	1
Eif1ad	133.663299930475	98.0030712162821	1	1	1	46.6857921536158	32.866917962042	1	1
Eif1ax	123.123649804174	1	60.8460767310911	62.8236514454299	1	1	90.2572444199634	1	1
Eif2b1	1	1	1	1	1	1	1	1	156.421137000672
Eif2c2	1	19.0175569181146	1	1	73.8006176088289	1	1	60.0114240573769	1
Eif2c3	1	1	1	1	1	1	31.7795244327073	1	1
Eif2d	259.52900903542	92.8055656615205	10.9532648343466	78.8492425069818	1	1	1	1	1
Eif2s3y	1	1	1	1	284.775798526073	1	1	1	1
Eif4ebp1	153.534755221044	1	1	193.961319124106	447.939016923309	44.9361541713392	118.243572090184	1	130.934272918871
Elf2	85.0330618674238	1	20.3488167180735	1	1	78.4917634865161	1	1	40.3843254193781
Elf3	1	1	308.859975406028	1	1	1	1	1	1
Elf4	1	1	1	27.0955499912541	1	1	1	36.1879000720107	1
Elk3	1	1	1	1	1	130.498738121788	1	1	1
Ell	1	1	29.5852335885612	33.905822763501	1	1	1	1	1
Ell2	1	1	1	1	31.6517571688305	1	1	1	47.7433479105208
Elmo2	1	1	1	117.931234004494	1	1	25.0207198801214	17.2890353249083	1
Eln	1	1	1	1	1	1	1	1	160.813110721257
Elp3	1	1	1	1	1	1	69.8215045678635	1	1
Eltd1	1	1	1	1	1	301.951735866816	1	1	1
Emb	1	2174.56719704497	559.497190234597	1401.80072918729	1540.28003510635	1	374.667658820633	295.549944299558	1
Emcn	1	1	1	1	1	273.183384468753	1	1	1
Emid1	1	1	1	1	1	1	1	99.2639006127772	1
Emilin1	1	1	1	1	1	249.03526151475	1	1	443.042871501061
Emilin2	1	1	1	244.825678999862	665.469950070838	1	1	1	1
Eml2	1	1	973.277417611674	1	1	1	1	1	84.1847185151999
Eml3	291.798145386103	1	24.0676632506641	1	1	1	16.338364964822	1	1
Emp1	1	1	1	1	1	114.420175622142	1	1	109.491444278504
Emp2	1	1	343.949263021447	1	1	1125.30729091299	1	1	375.355455966112
Emr1	1	1	1	46.0467487668436	1	1	1	1	1
Eng	1	1	1	1	1	2252.01124286394	1	1	239.496294981965
Enho	1	1	1	1	1	134.658667648723	1	1	1
Enkur	1	1	264.883862508469	1	1	1	1	1	1
Eno4	1	1	276.318321514908	1	1	1	1	1	1
Enpep	1	1	1	1	1	1	1	1	119.362999319907
Enpp2	1	1	1	1	1	137.832625905805	1	1	598.835455206652
Enpp4	1	1	259.854852973119	1	1	182.571698409742	1	281.323859760941	104.617023402989
Enpp5	1	1	410.113325303074	1	1	91.8281447578763	1	1	204.452192044109
Entpd1	1	1	1	116.764343192381	703.294186363133	1	52.1163888909866	1	1
Entpd2	1	1	1	1	1	1	1	1	141.211421509216
Entpd5	1	89.3199355024489	100.291623507346	1	1	1	1	1	1
Entpd6	1	123.311800455247	1	1	1	1	111.719306921548	1	1
Eomes	1	1	1	1	1	1	1	155.905795977257	1
Epas1	1	1	128.857241606151	1	1	1350.19139264498	1	1	1
Epb4.1	1	14.9101335655462	73.0792977852794	49.2824412828443	185.078452169538	1	1	1	18.1379067604124
Epb4.1l5	1	1	169.020520083872	1	1	1	1	1	1
Epc2	1	65.3031750975393	1	1	1	1	1	1	1
Epcam	1	1	803.039375159372	1	1	1	199.441509137441	1	1
Epha1	1	1	1	1	97.9879557489416	1	1	1	121.509950974253
Epha4	1	1	1	1	1	79.2462845593039	1	1	1
Ephb4	1	1	1	1	1	87.3688346786246	1	1	1
Eps15l1	1	1	13.9447809233117	1	1	1	44.6383056826844	87.0240930844666	1
Eps8	1	1	130.22140195199	80.5602110667505	1	1	230.276623344867	1	1
Epsti1	1	1	1	168.067736170394	1	1	149.739349842989	374.678161923862	1
Erap1	1	99.5652355538321	1	1	1	55.4801022603335	1	1	72.0495788271058
Erbb2	1	1	71.973978360721	1	1	1	1	1	264.734140831216
Erg	1	1	1	1	1	79.6026291494146	1	1	1
Ergic1	1	1	1	1	1	1	109.331246982235	1	118.25107786692
Erlin1	1	1	1	163.437422576235	1	1	23.1894400401663	1	1
Ermp1	1	1	1	1	1	86.9076844356434	1	1	1
Ero1lb	58.6157385345795	1	1	56.1927876643756	1	1	31.536659684866	1	1
Errfi1	1	1	1	1	1	291.016186696556	1	1	954.140899330837
Esam	1	1	1	1	1	2081.46120100627	1	1	1
Esm1	1	1	338.139266010496	1	1	1	1	1	1
Ethe1	1	1	1	315.593970323266	1	151.12704934087	1	26.3146415669434	100.513798615967
Etnk1	1	1	29.0462096463292	66.8628546360044	1	1	28.3411318779507	1	1
Ets1	802.976678742982	1235.60115782157	39.5591886974634	1	168.360722316681	375.506260233083	188.034032649729	801.72796769661	1
Ets2	1	117.623866122313	1	1	547.497013226952	244.415291987917	1	1	48.753422677274
Etv3	1	1	1	1	1	1	72.4732973789801	1	1
Etv6	1	1	1	1	1	1	57.4496522834267	1	1
Evi2a	1	1	1	490.028844564821	277.806605749649	1	414.240847325485	1	1
Evi2b	1	242.285179476032	1	253.608863709043	480.307890599152	1	131.877932217254	189.128169447715	1
Evi5	1	1	56.0207322265185	1	1	1	1	1	123.355513156512
Evl	1	22.8685102876911	1	32.1372838291408	1	1	1	55.41912177544	1
Exoc1	1	1	1	89.9031532313414	1	1	1	1	1
Exoc2	1	1	1	1	1	1	1	53.0613160879122	21.3957361676034
Exoc3l	1	1	1	1	1	262.591460560102	1	1	1
Exoc8	125.879520613478	1	101.010948955962	1	1	1	1	1	1
Exosc1	1	141.486826146557	1	45.9094177814329	1	1	1	1	1
Exosc2	1	55.1424652355126	1	1	1	23.8049042101651	1	1	155.836272176555
Ext2	1	1	1	1	1	352.018567271741	1	1	224.466709542007
Extl3	1	1	1	1	1	1	38.1127032552896	1	1
Eya2	1	1	419.722922319588	1	1	1	1	1	1
F10	1	1	1	311.860306392113	1	1	1	1	1
F11r	1	1	267.273249178557	1	1	422.912616770282	212.433383270952	1	1
F13a1	1	1	1	442.428318824232	1	1	1	1	1
F2r	1	1	1	1	1	1	1	110.956238553328	721.16060901245
F2rl2	1	1	1	1	1	1	48.1410585461343	162.885783194631	1
F3	1	1	209.864773843387	1	1	1	1	1	246.473943809151
F5	1	1	1	49.6368197063275	1	1	1	1	1
F630028O10Rik	1	1	1	1	122.622638161703	1	1	1	1
Faah	1	1	236.612158606045	1	1	1	1	104.085711117694	1
Fabp5	1	1	1	1	41.5303597260839	1	141.44511690353	1	1
Fads2	1	1	1	1	1	1	1	1	150.245799298751
Fads3	1	1	1	1	1	1	1	1	66.9847094748535
Faim	1	1	1	81.0585867884051	1	1	62.7291727151784	1	1
Faim2	1	1	1	1	1	1	1	1	207.118157779469
Faim3	2429.1726952575	1	1	1	1	1	1	1	1
Fam101b	1	211.945103064448	1	1	101.654584748808	1	1	1	1
Fam102a	1	116.331661863256	1	1	1	1	1	1	1
Fam105a	1	380.403344884329	1	405.534850581534	1	1	396.911924990595	364.954050496478	39.3790631202364
Fam111a	69.7269737251743	1	1	82.6468362669984	249.747422224653	1	1	138.349674559675	1
Fam113b	1	160.164487572762	1	1	1	1	1	1	1
Fam114a2	281.444752034461	102.26089543128	56.7785889297332	1	1	42.8181332838171	1	1	1
Fam118b	1	1	1	1	1	1	80.4269029048386	1	1
Fam120b	1	195.824717343152	43.3256877048704	1	1	1	49.1021743949753	1	97.3675493778312
Fam123b	158.363705634105	1	1	1	1	1	1	1	1
Fam129a	1	1	1	158.399278804492	150.869133322755	1	100.494402053459	1	55.1662076508015
Fam129c	305.061561166864	1	1	1	1	1	1	1	1
Fam136a	1	1	1	1	1	1	31.5088124098043	1	1
Fam13a	1	1	146.668762516295	1	1	1	1	1	248.84003288772
Fam13b	1	1	1	1	1	1	1	67.3983966204844	17.5200234430258
Fam149a	1	1	148.463528363162	1	1	1	1	1	1
Fam149b	128.232014004086	1	48.8355125479104	1	1	1	1	1	1
Fam154b	1	1	124.065958283452	1	1	1	1	1	1
Fam158a	1	1	1	1	1	1	1	1	204.876899070085
Fam160b1	1	117.195452861971	43.0133660342483	1	1	34.4387766576896	1	1	1
Fam161a	1	1	428.282774928946	1	1	1	1	1	1
Fam161b	1	1	181.495405501933	1	1	1	1	1	1
Fam164a	1	1	455.651671588741	1	1	1	1	1	1
Fam166b	1	1	207.556564947751	1	1	1	1	1	1
Fam168b	129.807551396252	1	1	1	1	1	48.1518704991969	229.972688780673	35.7959247372638
Fam171a1	1	1	1	1	1	51.2981012455705	1	1	119.461013181675
Fam174b	1	1	144.325546731144	1	1	290.202425429133	1	1	88.0409846670514
Fam175b	88.784491399181	1	1	17.902959749207	1	1	1	1	1
Fam176b	1	1	1	1	1	271.928803898329	42.4470159084584	1	343.182026021008
Fam179a	1	1	285.811794898757	1	1	1	1	1	1
Fam183b	1	1	633.229812913586	1	1	1	1	1	1
Fam188b	1	1	1	1	1	1	1	1	231.512882079048
Fam189b	1	532.9239281229	1	1	1	1	1	235.132397824578	1
Fam203a	72.0155149866592	1	1	1	1	1	1	1	1
Fam26e	1	1	1	1	1	1	1	1	135.932724791441
Fam26f	1	1	1	93.7943503148244	1	1	1	1	1
Fam38b	1	1	1	1	1	136.244664382931	1	1	1
Fam40b	1	1	1	1	1	1	72.1351874029997	1	1
Fam45a	1	1	1	1	1	1	1	1	107.222875843283
Fam46a	1	1	69.4892477631028	183.649277114426	1	1	116.881260687047	1	62.9321357579404
Fam47e	1	1	488.233332470988	1	1	1	1	1	1
Fam49a	1	1	210.214979183641	309.846854224787	1	1	122.93614624598	1	293.714666578929
Fam50a	203.203408991916	1	31.2788257082186	41.8922543501391	1	46.7852904312838	1	1	52.0474965145503
Fam55d	1	1	1	24.967364202814	1	1	1	1	1
Fam58b	215.064246088272	58.8666495422807	56.9984681480426	1	1	93.4063720741261	1	1	1
Fam65a	1	1	1	1	1	172.896676073016	1	1	1
Fam65b	61.4742707420008	177.238401315716	32.2484810104894	1	395.753609367629	1	1	93.720799007642	1
Fam69a	180.972599067973	1	66.3390144648814	61.5154327596306	1	1	200.51727828986	1	1
Fam81a	1	1	624.467595800167	1	1	1	1	1	1
Fam84b	1	1	214.637398635589	1	1	1	1	1	1
Fam86	1	1	171.747488606208	55.4190171584901	1	1	1	1	1
Fam92a	1	1	39.7089753211316	1	1	178.665314038268	1	1	99.2415564495215
Fam92b	1	1	503.654151659435	1	1	1	1	1	1
Fam96a	226.38450179531	1	60.41875328292	479.208738677928	1	1	212.896233747741	213.46193647896	1
Fancc	1	1	1	1	1	1	1	1	120.006911677017
Fance	1	1	1	1	1	1	1	144.795970011332	1
Fancl	116.032292207143	1	77.8104372772529	1	1	1	47.6382949418422	1	1
Fank1	1	1	338.059013258127	1	1	1	1	1	1
Farsa	1	1	48.088633180696	157.415823589952	1	128.407681705009	1	120.23050441696	1
Farsb	1	273.135797228874	1	1	1	67.2790744715765	30.0258170421908	208.656649576951	1
Fas	1	60.1981867845283	1	1	109.314945127181	295.71157468665	1	1	122.35347492128
Fasl	1	126.869448195951	1	1	1	1	1	498.291866320345	1
Fastk	47.502438600333	111.508232807941	79.3533606280487	1	1	1	1	1	1
Fat3	1	1	1	1	1	1	1	1	106.601547939953
Fblim1	1	1	1	1	1	1	1	1	258.178363159097
Fbln1	1	1	1	1	1	1	1	1	2232.26946722912
Fbln2	1	1	1	1	1	1	1	1	132.259461605773
Fbln5	1	1	1	1	1	1	1	1	701.756917416895
Fbn1	1	1	1	1	1	1	1	1	439.295184516259
Fbrs	1	1	1	1	105.035861751308	1	1	1	1
Fbrsl1	1	1	1	1	1	1	35.4324012775342	1	1
Fbxl17	1	90.4298337871715	61.0510349072135	1	1	68.6736538845347	1	1	1
Fbxl6	315.688390816922	1	1	103.061973070166	1	1	90.1912762437162	1	76.4468376461124
Fbxo11	1	1	1	1	1	1	40.6064140537156	1	1
Fbxo32	1	1	1	1	1	1	45.2837129058052	1	1
Fbxo36	1	1	282.372713366667	1	1	1	1	1	1
Fbxo38	243.586654529484	1	1	1	1	1	64.658041411648	1	39.6875811401152
Fbxo46	136.947127028941	1	1	1	1	70.4330461698149	13.4774784421616	81.2517089025864	1
Fbxo6	1	1	69.9876494360542	29.8903004922032	1	1	229.860737571308	1	98.2354237437958
Fbxo7	1	1	1	1	1	1	1	123.649869592601	1
Fbxo8	131.19015291561	1	1	1	1	34.3374236453703	1	1	1
Fbxw4	1	1	1	53.4353409913324	1	1	1	1	1
Fbxw7	1	1	29.1771035175675	1	71.7380379975581	1	42.7997365442414	1	1
Fcer1g	1	1	1	2282.76277776589	2026.39456437353	1	776.542482323277	2730.73026982458	1
Fcer2a	832.093524578232	1	1	1	1	1	1	1	1
Fcgr1	1	1	1	221.377012262918	1	1	1	1	1
Fcgr2b	152.76623338691	1	1	1004.86557047246	1	1	636.787805512708	1	1
Fcgr3	1	1	1	1017.76032842635	1020.70333589639	1	80.3317635268695	112.838118842295	1
Fcho1	1	1	1	1	1	1	1	56.7010094467387	1
Fcrl1	984.43068134268	1	1	1	1	1	1	1	1
Fcrla	723.473868083869	1	1	1	1	1	90.3759930891437	1	1
Fdps	1	1	63.4002060680844	1	1	11.7312051504986	295.735507990513	1	1
Fem1c	1	1	1	1	1	1	44.4736811073625	1	1
Fermt2	1	1	59.450285180992	1	1	265.739090172011	1	1	199.254717306705
Fermt3	706.232471096266	218.077030856087	1	289.668855875177	139.519885880565	1	130.793156843137	511.979702352807	1
Fes	1	1	1	378.952671453085	346.201686943034	1	185.320593327517	1	1
Fgd2	153.278855585852	1	1	46.4308740990777	1	1	178.729670239432	1	1
Fgd3	1	31.0081058198847	1	1	1	1	33.6357610664883	1	1
Fgd4	1	1	1	75.8866758244928	1	1	1	1	1
Fgf10	1	1	1	1	1	1	1	1	87.6094374695574
Fgf7	1	1	1	1	1	1	1	1	191.641496523017
Fgfr1	1	1	1	1	1	1	33.1642674662274	1	220.640238180868
Fgfr3	1	1	195.564187946298	1	1	490.399362851014	1	1	107.517312968641
Fgfr4	1	1	1	1	1	1	1	1	123.873802779801
Fgl2	1	1	1	1	427.436953974949	550.481942699107	64.5613494271977	434.053776616365	1
Fgr	1	1	1	311.43445541687	465.411705449104	1	119.810233971476	1	1
Fhad1	1	1	258.262383703652	1	1	1	1	1	1
