,lung endothelial cell,stromal cell,classical monocyte,myeloid cell,B cell,T cell,natural killer cell,leukocyte,ciliated columnar cell of tracheobronchial tree
0,0.19505679928910707,0.12271935380444246,0.3729751103031158,0.10734117027857588,0.0006339346757487706,0.19839860532431336,0.000809551679397548,0.0002620511315232775,0.0018034235137758385
1,0.09217028740186524,0.09599388116460483,0.00026816409194639087,0.002924714285150014,5.000604712098681e-05,1.6361712029550082e-05,6.328645571172178e-05,1.3806348661682353e-05,0.8084994924929095
2,0.09453971591050252,0.13429213296333078,0.00043979576139626015,0.41345761548830345,0.0002847476637233141,2.3063161859516078e-05,0.00042982792320099924,0.2477582106416098,0.10877489048607333
3,0.18574274483118958,0.7613205502524155,0.004046279858637466,0.04422792081706307,0.0004984139329371223,0.00010526823294880889,0.0022687423151756926,0.0015729080393418406,0.00021717172029092266
4,0.3752498325317883,0.0069776417933652786,0.00022726769012868607,0.6160375718963603,0.00046918946704931454,0.00015558207548361093,0.00026113684465411984,0.000289613978703291,0.00033216372246713745
5,0.1107489421434347,0.05058336392878348,0.0003271541001815577,0.8012500593767153,0.00018980413486157144,0.03668076548163065,0.00011607211970915479,6.093259863109991e-05,4.290611605248613e-05
6,0.0532357814783348,0.023303992870229724,0.00012844392371829324,0.19021313704597934,0.00019912682234308538,0.00011716694840319381,0.7326922780375671,9.707290635422619e-05,1.299996707021165e-05
7,0.10529035643784747,0.06915859373231585,0.7495346651802661,0.003653543276563297,0.00018127508393059034,1.6256715727135465e-05,9.332743478688728e-06,5.788365068213965e-06,0.07215018846480269
8,0.5035606432472265,0.3984263025017241,0.005529037047397721,0.07354916734990122,0.008132590987699721,0.0021635851506585143,0.0032152682092706627,0.0006491804644207269,0.004774225041700833
9,0.9963577365486566,0.0015256373172187147,0.0004578111242703633,0.0002822471163428452,5.815697530920716e-05,0.0008952585798074929,0.00019710763966103212,2.7534502188845465e-05,0.0001985101965448984
10,0.13873971699759735,0.07044279339094758,0.3934622635565999,0.039083862430125425,0.0001834864065093494,0.0003932107024002691,0.3567221847912346,0.00095814696918145,1.433475540410763e-05
11,0.6895900807772372,0.20041794243606553,0.011514395870521646,0.008863412912600763,0.03012412398443446,0.03274890319657203,0.013815218638048653,0.00958544428536534,0.0033404778991543834
12,0.696807892546508,0.3022825110361158,0.00028364266150421677,0.0002937605181639353,5.8778190318141e-05,3.54572629777605e-05,7.824057957726167e-05,2.4757609701731712e-05,0.00013495959513311004
13,0.9118605306354786,0.060938154748731724,0.0005127880292030575,0.0009546071239469468,4.9840770095858926e-05,0.00047762180818840483,0.024180271522102413,0.0009465010462196087,7.968431603341717e-05
14,0.9872446416172773,0.008593485424498299,0.0003074411133326276,0.0011966042364068624,0.00041090124354990727,0.0014882786251192925,0.0005056380779662911,0.0001655223085456525,8.748735330375219e-05
15,0.13670754662044612,0.13635058211649956,0.0009780494262061363,0.08287473479992635,0.0002453492096290363,0.2987556131652646,0.00010495675347172666,2.386173006352768e-05,0.3439593061784929
16,0.1989804506553182,0.07067441432686726,0.0001301394917863515,5.972216419452333e-05,6.646188949713005e-05,5.923804077153625e-05,4.819321228028034e-06,0.00047635891035625503,0.7295483951999807
17,0.046186301073273685,0.06615868971919138,0.029293058783788174,0.06387641354650617,7.467656141874361e-05,0.0007715524471328773,0.2676057345521108,0.5260061420217185,2.7431294859678597e-05
18,0.02842369868171593,0.03307329114533106,0.0002945197224692804,0.020815275373838475,0.9168452657174019,4.692371036985147e-05,0.00039288380786936056,4.647982636842261e-05,6.166201463574825e-05
19,0.09142920269733848,0.041983250425807125,0.8638103675170676,0.0017129010910598604,0.0008040130832225819,2.3120808058895047e-05,6.364428076732772e-05,7.324987124184928e-05,0.0001002502254362347
20,0.06933179327373445,0.07316228681093218,0.0010636297764128626,0.004175762513960664,0.0002238647514053789,0.00023812240577734148,0.00016055771545207164,3.112758825937689e-05,0.8516128551640657
21,0.045485769218828444,0.03550997382331642,0.04012046447733544,0.06322080845957598,6.01797978504808e-05,0.0002997833455818818,0.0001659815653632074,0.8150037984328148,0.00013324087933337341
22,0.061754138230108724,0.06188173343382589,0.0004081312186050638,0.010710799299773642,0.8646924856915826,0.0001276878576891159,0.0001099851843059966,0.0002866519421102104,2.8387141998692963e-05
23,0.12793876088864709,0.05341549348039238,0.8130620943222588,0.004561233025855339,0.000516779942209225,3.183756815627433e-05,0.0002806872647434874,8.257332453509423e-05,0.00011054018320222803
24,0.03524007377472825,0.028822336711905285,0.05991153234985537,0.043520637072107946,0.0001055696419821941,0.03031802058206921,0.00012060610716246501,0.8018053912052091,0.00015583255498013705
25,0.0006999805949513863,0.9973414378347149,0.00013671762240932055,0.0012906479561627748,5.6368046795764976e-05,0.000347291165741905,4.975744914826836e-05,6.226145235933076e-05,1.5537877716401374e-05
26,0.02935898563550698,0.0162729166210521,9.198036754460964e-05,0.0010839581644553487,2.6006671784854525e-05,0.00018483774417737354,0.9529765454724706,1.8753047718689782e-06,2.8940182363152168e-06
27,0.041670426053163394,0.30335168880797103,8.97766623162954e-05,0.00025480999323154903,8.834027613466336e-05,3.070345652617909e-05,2.401820401416844e-05,1.580474843855689e-05,0.6544744317982042
28,0.004161733096011429,0.14553071761675507,0.0001010679151340263,0.0002865872365473808,0.8497959110550021,2.6504062427123247e-05,5.3153549723314366e-05,1.1165130895185908e-05,3.3160337504360845e-05
29,0.16642259312126723,0.5803310362183686,0.0019613356765448577,0.033946876605942325,0.00032722850003786446,0.0017214901161468686,0.21481789776070684,0.00024928690781060445,0.00022225509317486567
30,0.030220688784723646,0.565954754229432,0.001263729328592051,0.4018331135487382,0.00019139455361279824,0.00016298452716485666,9.537146055857151e-05,0.00020333945577705602,7.462411140090194e-05
31,0.17386582595262823,0.1878756439445613,0.0014845800889336039,0.2609350418964727,0.0003913623972626213,0.0011103483752397877,0.0007544428610509714,0.00010088388299502157,0.37348187060085575
32,0.08090138210675575,0.07435685082451832,0.0031004071698682223,0.18085777476632223,0.5004732451987868,0.15976700290678614,0.00016137060803422866,3.300245291772944e-05,0.0003489639660105966
33,0.09851566438547486,0.05839699984537322,0.00031776357049992707,0.8273699211838819,0.014153016545550755,0.000487476404824542,0.00022472783378920828,5.4523273491825676e-05,0.00047990695711385014
34,0.34603009384090433,0.634389878110941,0.008591569205420459,0.004395047077751762,0.0015580011564319276,0.0027309134086830463,0.0019464658675965726,0.00012254141623442563,0.00023548991603644572
35,0.06010784596988688,0.05025308830761558,0.06548121145816212,0.04130441357231057,0.0002825077579972118,0.6459289125769966,1.88541712316108e-05,5.114027330108322e-05,0.1365720259124984
36,0.3811785345884172,0.06620709876692397,0.000816148221706421,0.004478141889581448,0.0003349359056780587,0.000506498816044829,0.0006107166366610377,0.0001398509258866037,0.5457280742491004
37,0.9952610742169732,0.00340669341893328,0.00027642581683189776,0.00033939765905340497,0.0002407799634537161,0.0001565623103311103,2.4024730506271087e-05,1.2340012889130397e-05,0.00028270187102799664
38,0.038636866331504656,0.0774862547600708,0.00030157830003447106,0.21895791908010936,0.6643398734564017,0.0001879398989192124,2.9757212845628783e-05,1.1654295079241458e-05,4.815666503492034e-05
39,0.16301909409405005,0.043833776593808736,0.6389625881200811,0.15396787607244053,3.6811932799570994e-05,5.678427588875067e-05,8.687337357442989e-05,2.532899545712803e-05,1.0866541899621376e-05
40,0.03085158838717012,0.19452632235986358,0.00010943905871833237,0.00016065560573044177,0.6608344922869437,1.5149169478027983e-05,2.2669130257441514e-05,2.597298333093109e-06,0.11347708670350523
41,0.31506397520163854,0.06625273765106043,0.6117758368036695,0.005880275734090111,9.180354557089623e-05,6.762335521404783e-05,0.000599787616986517,3.1251907493664555e-05,0.0002367081842762341
42,0.7065428162408776,0.20133686163976894,0.04079579150201381,0.006363231973381073,0.014282571438015626,0.002408715544443985,0.008466707129249837,0.0016203468986449123,0.018182957633604245
43,0.113143292857799,0.123338453824739,0.0004506047291085252,0.0027606655330043514,0.00012288266207076084,0.0017106788309847354,6.905628908829438e-05,3.105661235266911e-05,0.7583733086608526
44,0.0769077119373945,0.3848554281754602,0.4253330288613406,0.11177248589661362,0.0008769420406327702,3.396800634373373e-05,9.827452641767792e-05,7.768405498325411e-05,4.447650081366763e-05
45,0.20709185025495502,0.28471919243475663,0.00024284489198098347,0.0003830216560507469,0.00019481424607022287,0.000527136877995419,1.9798022933174635e-05,0.00020961788486615644,0.5066117237303916
46,0.06755216603129621,0.9253264963260063,0.0006436281266242971,0.000493056931464871,0.00152166736897887,0.0005265275362844196,0.0016275617479414594,0.00026761647337627577,0.0020412794580273574
47,0.05902695333501253,0.039608419106291974,0.00010384421741636072,0.1401705523522435,1.5043295920733633e-05,0.12087029596307057,0.6401898947679865,1.062762576052553e-05,4.369336297345041e-06
48,0.0031468159916429282,0.9951663963495755,8.868192477928513e-05,0.00026303445629691154,0.00012172604100454322,0.00032397460444112236,0.0002138179147405695,7.765756346675048e-06,0.0006677869611724414
49,0.039413092955560974,0.03442642984770297,0.0016708783310339502,0.05114895227121884,0.7730966397014262,0.00017387647600200035,0.09991843118927117,0.0001337638149254582,1.7935412858474384e-05
50,0.9952393655152578,0.002567928901161595,0.000560183585644892,0.0007315160085466035,0.00010451665340806588,0.00018822633382595253,0.00014697875514715585,0.00042892319188869466,3.236105511926492e-05
51,0.07421006528010181,0.021591977556266472,0.0005250779922310043,0.024812124745930225,0.00014628407613264017,0.8783668933895207,0.00016343670640167615,6.441005995187208e-05,0.00011973019346357759
52,0.9933886690050567,0.0059791033572586865,6.320835363797109e-05,1.404022929928115e-05,6.759208435987145e-05,4.185751621800947e-05,4.08567597216445e-05,0.00033271846531183444,7.195422913591326e-05
53,0.23500462252882948,0.19035549270281726,0.02007453948787757,0.20900460795926626,0.34109200055871375,0.0019368933767785384,0.0010342739036872117,0.0011089666873341977,0.0003886027946957507
54,0.07523480380100023,0.031192100555015437,0.0010767693439037685,0.7450396872500122,0.002102829853529186,0.14467473052100435,6.641024415514736e-05,0.000460440764606556,0.00015222766677305832
55,0.6792397282180593,0.23532109241363294,0.02545238804771221,0.021990332780572806,0.010244155862573386,0.018404517792889128,0.003970449922756243,0.002122569536236783,0.0032547654255672066
56,0.15836279968574613,0.0308161891452041,0.8064671631773492,0.0029601729212014446,0.0004669955983460514,0.00011306694563741236,0.0007016449718916399,4.1790851670735744e-05,7.017670295321539e-05
57,0.3194487099999667,0.6763108950909722,0.00019317361055301086,0.0013400203686998607,0.0011772071289157296,0.0010542096269529628,0.0003523101744213899,8.722784396148846e-05,3.624615555664426e-05
58,0.07305617980864583,0.06197753856662523,0.001113243938838496,0.0263490220309598,0.0003806568664109194,0.8361981730416314,0.0003616744631289816,0.00029357865293587276,0.00026993263082357205
59,0.1430690571489935,0.06512092847414813,7.079635296036396e-05,0.4012607720566623,0.00026433485437192,0.00038115982003947296,0.38971301657628915,0.00010483878983745462,1.50959266976898e-05
60,0.9917145470702892,0.0032415728915211207,0.0028055946345505694,0.0012366977263807547,4.7352222797662985e-05,0.00023575443444158453,0.0004505828219596337,9.488208521577345e-05,0.0001730161128437091
61,0.14918334387200197,0.8485831085689397,0.00017125054825215764,0.0015361003848648007,0.00011278850472084393,7.487511173471202e-05,0.0001337081845285524,2.91723056495897e-05,0.00017565251930768783
62,0.2174008250298452,0.7008693245230087,0.009702661070320825,0.01970889474578377,0.0053449602086831855,0.01970258819750239,0.01092931114382043,0.007380811872909928,0.008960623208125585
63,0.03557112852420582,0.025624944490938675,2.5659943860097555e-05,7.671100070129284e-05,0.00036507583096810587,0.9381025496586721,4.474883358232288e-05,2.628526963113108e-05,0.00016289644744042626
64,0.030389981931518685,0.02554209722296542,0.0654387983250328,0.030553622784865533,2.0382039170282783e-05,6.435964905785958e-05,5.350104983949146e-05,0.8479278424838567,9.41451369323963e-06
65,0.10080472149384814,0.10419230516813587,0.00030641419837896904,0.009178211490748442,0.7788562530952033,0.0014984108721328917,0.0013310418872461134,0.0004522531233948687,0.003380388670911381
66,0.06268988667008166,0.12521163800955498,0.0001043993110653669,0.5826582519774884,0.2291703923382318,4.793496428502903e-05,5.574295796636e-05,2.9815401131164106e-06,5.8772231213215924e-05
67,0.05221536395419144,0.06981445661741842,0.0007400461296298736,0.0029763502538603533,0.5951727385931301,0.27896592558986355,7.474984450038489e-05,1.739698578966322e-05,2.2972031616175582e-05
68,0.034951046674956895,0.02790043634017079,0.04444445956581472,0.042659910701525874,0.00041599652176347755,0.2960485080553566,0.00021193884600163984,0.5533066272931444,6.107600126565163e-05
69,0.013742859386877852,0.6201720023235577,0.00012724415714221717,0.0001602972186463929,6.0738330513611834e-05,0.00018576552848546834,0.0004108204117447623,0.00017405407650542627,0.3649662185665265
70,0.41608833950786495,0.5638456464279257,0.004596782875623428,0.0034014467366492575,0.007734970055649932,0.000571194663405612,0.0008117448942070315,0.0020652922359134986,0.0008845826027605773
71,0.20578546016153307,0.7089881397635096,0.0017611592009482487,0.024876748153193757,0.02445769097527024,0.0010137507394629853,0.03005168353352987,0.0018551485029285279,0.0012102189696237505
72,0.102918830845914,0.10073274069467528,0.0003734354323235682,0.004887069593317519,3.765629401947496e-05,0.00015253592203859492,0.46387054101786135,6.307538951274008e-05,0.3269641148103375
73,0.14563297839041112,0.04431656469854927,0.00013067994466493474,0.00015582504967052234,5.303325944139556e-05,0.00011340972141956943,0.5804473752116752,0.0001130685214646362,0.22903706520270337
74,0.06619645266442846,0.5676351558040973,0.0002494612276844033,0.0013159289776249394,0.0002774674944225446,0.0002706702917896765,0.36382898768774924,7.735153262135177e-05,0.00014852431958212807
75,0.9514408937515019,0.02290521900531127,0.0006000032753806622,0.0031581147914040205,0.0046282365079283036,0.0002270625660104404,0.0002020322748493035,0.0001691538543533206,0.016669283973260802
76,0.07355904362225803,0.07574005103627518,0.000413846382626994,0.024740488841918908,0.0004819069310121476,0.0021171314437839718,0.0016445117020047074,0.0006476253053482398,0.8206553947347718
77,0.3521808811398227,0.11590257588572107,0.0018928204322753255,0.23097844980376805,0.0002072288069530338,0.00017858906842547887,0.11597010483648083,0.1825176143437541,0.00017173568279939535
78,0.036199365614428686,0.026020884128578087,5.2668779254099024e-05,0.00019181240032047108,1.9080100667651605e-06,0.937444627608474,4.5283454028416636e-05,2.8289252674668928e-05,1.5160752174803363e-05
79,0.46926625719105564,0.031236318933827018,0.4918104788681152,0.005091387175406739,0.0003173686899095806,0.0012668074258627858,0.00010887196300655718,0.00047450764396675,0.00042800210884972294
80,0.028414706162332246,0.024689183285644987,0.06351295768960617,0.027767459290981046,2.0713671933553065e-05,0.00016697728484016628,1.205300802383401e-05,0.8552650417641294,0.0001509078425085805
81,0.08793849102534192,0.09388637112164443,0.08797415209614763,0.7299551434539504,5.630244671760853e-05,8.51430031590458e-05,8.172132739973438e-05,9.493805687647709e-06,1.3181719951625485e-05
82,0.4415154620435974,0.03798443768584822,0.5153643311906386,0.0027783046350128796,0.0005815997181007745,0.00017842024826513115,0.0007194920016424102,8.222011767441932e-05,0.000795732359220221
83,0.029937627932276757,0.03723824483168402,0.0007832662071511903,0.021195987387210135,0.8722262057726919,5.487254558835793e-05,0.00038668192543375436,1.0736905685254307e-05,0.038166376492278574
84,0.08977907137228999,0.044180741699962556,0.8609862406047624,0.002178275609815776,0.0004756300934285207,0.0006406934357549142,0.0009778023823220896,0.0006625668176501729,0.00011897798401361766
85,0.06976035550482935,0.058852814763241536,0.008339597341976522,0.10898165379140898,7.619372170750853e-05,0.0001998813852501041,3.132742548326457e-05,0.7536294632574297,0.00012871280867292876
86,0.04695651547273333,0.8582309913746488,0.00019558460172806695,0.0018820583880665622,9.893090337118538e-05,8.294405973367837e-05,0.00010274942692607862,1.1909707539404988e-05,0.09243831606525293
87,0.01421514241573797,0.9831295414227318,0.0002909231676032809,0.0001710489078541285,0.00010117301532808033,0.001838097821328735,9.38581761549316e-05,0.00010637819575443724,5.3836877506694184e-05
88,0.16788244108263614,0.08887973737198952,0.7286200670611143,0.012354806523893907,0.0001864784554828851,0.00024541156048131214,0.00039817606633251503,0.0011673686706324313,0.00026551320743700257
89,0.03808027004805186,0.9581205640528732,0.0019329715519601834,0.00048601512661950277,2.9136789114223753e-05,0.0009577189285616801,0.00020273533889117768,0.0001663552716924266,2.4232892235734248e-05
90,0.3130437747428719,0.056905189592860596,0.0007403589302268937,0.0009507986035649199,0.6278488502085843,3.8850701097972506e-05,8.344581657449523e-05,2.812395636447909e-05,0.000360607447854379
91,0.6222286289657033,0.3355051095486916,0.012884978094241106,0.006675956375270409,0.00620619077321509,0.0014176925697709072,0.0010787461383302212,0.004943518635828788,0.009059178898948535
92,0.10301959900793126,0.16935725366396784,5.989140899380538e-05,0.00019992043086240212,4.895283763926604e-05,0.00031868453627521446,2.1142427217968093e-05,1.736584858482889e-05,0.7269571898385274
