,B cell,T cell,ciliated columnar cell of tracheobronchial tree,classical monocyte,leukocyte,lung endothelial cell,myeloid cell,natural killer cell,stromal cell
60,0.17255214,0.053543832,0.027140684,0.086154096,0.06658636,0.0954019,0.17606032,0.30001172,0.022548886
61,0.078176096,0.08265719,0.061663914,0.23155747,0.036037974,0.07257783,0.27863115,0.115262195,0.043436203
62,0.04914277,0.0546643,0.16819382,0.39304715,0.043545227,0.040197164,0.074245095,0.12132261,0.055641856
63,0.07576014,0.10709975,0.42319575,0.071640715,0.051410314,0.024437271,0.17168388,0.035128064,0.039644063
64,0.03630007,0.040326107,0.27001527,0.077776395,0.025324507,0.024012238,0.3605149,0.05747367,0.10825688
65,0.089172065,0.08142771,0.04820564,0.35043213,0.13510062,0.04636776,0.07256113,0.10662434,0.0701086
66,0.035354257,0.049866404,0.19092083,0.044741772,0.03137613,0.027957508,0.15291463,0.41255283,0.054315586
67,0.03977826,0.26131016,0.050791346,0.2256374,0.03410177,0.05486919,0.07856295,0.19179073,0.06315813
68,0.05016226,0.21645889,0.25005615,0.09108846,0.027743757,0.023175137,0.0918563,0.21110527,0.038353834
69,0.0628544,0.12911683,0.054637328,0.2705097,0.15613821,0.041829314,0.06545091,0.18296988,0.036493424
70,0.20763537,0.0613454,0.13909255,0.054145418,0.044201363,0.03276631,0.09189181,0.04857028,0.32035154
71,0.038556356,0.049465675,0.037214454,0.14381735,0.028592177,0.036008637,0.2583003,0.2554821,0.15256292
72,0.040176634,0.120001055,0.02852713,0.09620015,0.09929785,0.024717413,0.3373062,0.21854259,0.035230987
73,0.04982623,0.13460663,0.2152027,0.0592496,0.03536244,0.023533095,0.30292916,0.10207153,0.07721864
74,0.072332405,0.13122486,0.03428511,0.04783347,0.1255499,0.047460135,0.10922251,0.40407014,0.02802142
75,0.05016187,0.15764087,0.05066181,0.293955,0.05575466,0.098208755,0.06598266,0.15599874,0.0716356
76,0.040678646,0.1261249,0.15095784,0.17711727,0.083711475,0.06675922,0.1337761,0.1949675,0.025907047
77,0.031310014,0.15836301,0.107871935,0.07214798,0.09178623,0.040508807,0.06123495,0.39150345,0.045273636
78,0.059442397,0.04744684,0.029772764,0.11138103,0.08104654,0.1128789,0.35365298,0.16248651,0.041891985
79,0.06489209,0.25673306,0.040236052,0.051804796,0.100858904,0.24187048,0.07916566,0.06621529,0.09822364
80,0.13518205,0.086050294,0.2297982,0.18112685,0.08985785,0.055709757,0.10340669,0.07817991,0.04068833
81,0.0594275,0.04186282,0.18910356,0.08924159,0.058443002,0.06018963,0.37405732,0.05123198,0.07644258
82,0.055706855,0.07102479,0.042629372,0.12374408,0.2307339,0.038881134,0.11068137,0.28502956,0.041568898
83,0.050164394,0.07611669,0.0935081,0.08003267,0.039649766,0.039968155,0.29481566,0.10238743,0.22335711
84,0.042196453,0.055703953,0.21914345,0.18599884,0.15154997,0.050882045,0.078010365,0.16750427,0.04901059
85,0.04401468,0.073600724,0.08592029,0.34742433,0.07910511,0.10089893,0.062384576,0.16252963,0.044121776
86,0.09985222,0.033449706,0.34699935,0.038609747,0.04005492,0.17953789,0.09038275,0.0716332,0.0994802
87,0.05561367,0.06701391,0.09841301,0.4347515,0.051866423,0.06301375,0.08923858,0.08470699,0.05538212
88,0.08685513,0.08407874,0.2917839,0.058800176,0.051357098,0.03423663,0.050240543,0.113051526,0.2295963
89,0.0806208,0.06324149,0.16438268,0.10103796,0.03878906,0.106169306,0.3308125,0.052214306,0.06273195
90,0.107541814,0.085422106,0.10839576,0.091448,0.096440926,0.03463399,0.114210695,0.32791707,0.03398966
91,0.09227092,0.044698983,0.28186876,0.23755093,0.073568836,0.06210496,0.104359075,0.043863576,0.05971398
92,0.042087235,0.0835629,0.069266,0.05687951,0.17314102,0.041443773,0.063481346,0.099309705,0.3708285
93,0.14808685,0.07762013,0.09936558,0.09137564,0.027461972,0.091734774,0.38689598,0.04060476,0.036854263
94,0.03223761,0.11405273,0.3942216,0.07259276,0.039579257,0.121105514,0.09115326,0.054706585,0.08035074
95,0.036169894,0.07735802,0.03804007,0.15044045,0.042500697,0.049130835,0.071290016,0.22797886,0.3070912
96,0.07330422,0.08034253,0.0968287,0.18086557,0.15388656,0.04084103,0.1843652,0.039628793,0.14993739
97,0.060927402,0.0826553,0.055748597,0.16825627,0.063302495,0.06274784,0.22536848,0.057784025,0.22320956
98,0.05272928,0.06889425,0.048757143,0.44121993,0.047144614,0.04680423,0.11958849,0.058868274,0.11599372
99,0.035190865,0.05482637,0.04910491,0.25173873,0.06335193,0.12192246,0.056322325,0.25364178,0.11390062
